#,show_id,type,title,country,release_year,date_added,director,cast,rating,listed_in,description,duration,duration_hours
2592,s2593,Movie,The Heartbreak Kid,United States,2007,2020-05-01 00:00:00,"Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",R,"Comedies, Romantic Movies","Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",116 min,1 hr 56 min
2593,s2594,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,,2020,2020-05-01 00:00:00,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw, Mike Grady",TV-Y,Children & Family Movies,"With a technology fair in Sodor, Thomas and the Steam Team tackle a flurry of tasks — but can they complete their deliveries before the grand opening?",23 min,0 hr 23 min
2594,s2595,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,,2020,2020-05-01 00:00:00,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Matt McCooey, Joe Swash, Jules De Jongh, Rob Rackstraw, Rachael Louise Miller, Mike Grady, Siu-See Hung",TV-Y,Children & Family Movies,"Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are.",23 min,0 hr 23 min
2595,s2596,Movie,Thomas & Friends: Thomas and the Royal Engine,,2020,2020-05-01 00:00:00,Joey So,"Rosamund Pike, Joseph May, Keith Wickham, Sharon Miller, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw",TV-Y,Children & Family Movies,An invitation from the Queen sends Thomas and the crew to London as they weave through delays and debacles while racing to a royal celebration.,23 min,0 hr 23 min
2596,s2597,Movie,What a Girl Wants,"United States, United Kingdom",2003,2020-05-01 00:00:00,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole",PG,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",105 min,1 hr 45 min
2597,s2598,Movie,Dangerous Lies,United States,2020,2020-04-30 00:00:00,Michael M. Scott,"Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould",TV-14,Thrillers,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",97 min,1 hr 37 min
2598,s2599,TV Show,DRIFTING DRAGONS,Japan,2020,2020-04-30 00:00:00,,"Tomoaki Maeno, Sora Amamiya, Soma Saito, Kana Hanazawa, Junichi Suwabe, Tomokazu Seki, Takahiro Sakurai, Kohsuke Toriumi, Rie Kugimiya, Kentaro Kumagai, Makoto Furukawa, Takashi Matsuyama, Shunsuke Takeuchi, Yuto Uemura, Chinatsu Akasaki, Junya Enoki, Kazuhiko Inoue, Hiroo Sasaki",TV-14,"Anime Series, International TV Shows","Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",1 Season,1 Season
2599,s2600,TV Show,El señor de los Cielos,"United States, Mexico, Colombia",2019,2020-04-30 00:00:00,,"Rafael Amaya, Ximena Herrera, Robinson Díaz, Raúl Méndez, Gabriel Porras, Carmen Villalobos, Mauricio Ochmann, Fernanda Castillo, Marlene Favela, Carmen Aub, Maritza Rodríguez",TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,7 Seasons,7 Seasons
2600,s2601,TV Show,Good Witch,"United States, Canada",2019,2020-04-30 00:00:00,,"Catherine Bell, Bailee Madison, Rhys Matthew Bond, James Denton, Catherine Disher, Anthony Lemke, Peter MacNeill, Hannah Endicott-Douglas, Noah Cappe, Kylee Evans",TV-PG,"TV Dramas, TV Sci-Fi & Fantasy","Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",5 Seasons,5 Seasons
2601,s2602,Movie,Rich in Love,Brazil,2020,2020-04-30 00:00:00,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme",TV-14,"Comedies, International Movies, Romantic Movies","Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",105 min,1 hr 45 min
2602,s2603,TV Show,The Forest of Love: Deep Cut,Japan,2020,2020-04-30 00:00:00,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,1 Season,1 Season
2603,s2604,TV Show,The Victims' Game,Taiwan,2020,2020-04-30 00:00:00,"David Chuang, Chen Kuan-chung","Joseph Chang, Hsu Wei-ning, Jason Wang, Ruby Lin, Moon Lee, River Huang, Chen Chia-kuei, Ding Ning, Hsia Ching-ting, Rexen Cheng",TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",1 Season,1 Season
2604,s2605,Movie,A Secret Love,United States,2020,2020-04-29 00:00:00,Chris Bolan,,TV-14,"Documentaries, LGBTQ Movies","Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",83 min,1 hr 23 min
2605,s2606,Movie,Ekşi Elmalar,Turkey,2016,2020-04-29 00:00:00,Yılmaz Erdoğan,"Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut",TV-PG,"Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",109 min,1 hr 49 min
2606,s2607,TV Show,Extracurricular,South Korea,2020,2020-04-29 00:00:00,,"Kim Dong-hee, Jung Da-bin, Park Ju-hyun, Nam Yoon-su, Choi Min-soo, Kim Yeo-jin, Park Hyuk-kwon",TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,1 Season,1 Season
2607,s2608,Movie,Love Is War,Nigeria,2019,2020-04-29 00:00:00,Omoni Oboli,"Omoni Oboli, Richard Mofe-Damijo, Jide Kosoko, Akin Lewis, Bimbo Manuel, Shaffy Bello, Toke Makinwa, Femi Branch, Uzor Osimkpa",TV-14,"Comedies, Dramas, International Movies",An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,111 min,1 hr 51 min
2608,s2609,Movie,Murder to Mercy: The Cyntoia Brown Story,United States,2020,2020-04-29 00:00:00,,,TV-MA,Documentaries,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",97 min,1 hr 37 min
2609,s2610,TV Show,Nadiya’s Time to Eat,United Kingdom,2020,2020-04-29 00:00:00,,Nadiya Hussain,TV-G,"British TV Shows, International TV Shows, Reality TV","On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.",1 Season,1 Season
2610,s2611,Movie,R.K.Nagar,India,2019,2020-04-29 00:00:00,Saravana Rajan,"Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu",TV-14,"Action & Adventure, Comedies, Dramas",Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.,132 min,2 hr 12 min
2611,s2612,TV Show,Tjovitjo,South Africa,2017,2020-04-29 00:00:00,,"Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale",TV-MA,"International TV Shows, TV Dramas","Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",2 Seasons,2 Seasons
2612,s2613,Movie,Beynelmilel,Turkey,2006,2020-04-28 00:00:00,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",TV-MA,"Comedies, Dramas, International Movies","When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",102 min,1 hr 42 min
2613,s2614,Movie,Bir Baba Hindu,"Turkey, India",2016,2020-04-28 00:00:00,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol",TV-MA,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,107 min,1 hr 47 min
2614,s2615,Movie,Boushkash,Egypt,2008,2020-04-28 00:00:00,"Ahmed Yousry, Hazem Fouda","Mohamed Saad, Zeina, Ezzat Abou Aouf, Edward, Hassan Hosny, Ahmed Rateb, Hamdi el Sakhawy, Safaa El-Toukhy",TV-MA,"Comedies, International Movies",A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,100 min,1 hr 40 min
2615,s2616,Movie,Cinar Agaci,Turkey,2011,2020-04-28 00:00:00,Handan İpekçi,"Nurgül Yeşilçay, Celile Toyon Uysal, Deniz Deha Lostar, Settar Tanrıöğen, Suzan Aksoy, Hüseyin Avni Danyal, Jülide Kural, Ragıp Savaş",TV-14,"Comedies, Dramas, International Movies","A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.",115 min,1 hr 55 min
2616,s2617,Movie,Görümce,Turkey,2016,2020-04-28 00:00:00,Kıvanç Baruönü,"Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy",TV-MA,"Comedies, International Movies, Music & Musicals","When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",104 min,1 hr 44 min
2617,s2618,Movie,İstanbul Kırmızısı,"Italy, Turkey",2017,2020-04-28 00:00:00,Ferzan Özpetek,"Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal",TV-MA,"Dramas, Independent Movies, International Movies","Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",110 min,1 hr 50 min
2618,s2619,Movie,Küçük Esnaf,Turkey,2016,2020-04-28 00:00:00,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",TV-MA,"Comedies, International Movies","As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",100 min,1 hr 40 min
2619,s2620,Movie,Lembi 8 Giga,,2010,2020-04-28 00:00:00,Ashraf Fayeq,"Mohamed Saad, Mai Ezz El-Din, Hassan Hosny, Youssef Fawzy, Youssef Eid, Ahmad Mounir, Khaled Talaat, Maged El Kedwany, Entsar, Maysara",TV-MA,"Comedies, International Movies","To upgrade his life, a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive.",111 min,1 hr 51 min
2620,s2621,Movie,Neseli Hayat,Turkey,2009,2020-04-28 00:00:00,Yılmaz Erdoğan,"Yılmaz Erdoğan, Ersin Korkut, Büşra Pekin, Erdal Tosun, Rıza Akın, Sinan Bengier, Cezmi Baskın, Ayberk Atilla, Fatma Murat, Metin Yıldız",TV-14,"Comedies, International Movies","Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",108 min,1 hr 48 min
2621,s2622,Movie,Organize Isler,Turkey,2005,2020-04-28 00:00:00,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Başak Köklükaya, Cem Yılmaz",TV-14,"Action & Adventure, Comedies, International Movies","A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero.",104 min,1 hr 44 min
2622,s2623,Movie,The Reliant,United States,2019,2020-04-28 00:00:00,Paul Munger,"Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders",PG-13,"Dramas, Faith & Spirituality","When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",116 min,1 hr 56 min
2623,s2624,Movie,We'll Be Right Back After The Break,Egypt,2012,2020-04-28 00:00:00,Ahmed Nader Galal,"Karim Abdel Aziz, Dina Fouad, Mohamed Lotfy, Ahmed Rateb, Rasha Amin, Youssef Eid, Mostafa Abbas, Maged El Kedwany, Sabri Abdulmonem, Abdalah Mishrif",TV-14,"Action & Adventure, Comedies, International Movies","While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped.",106 min,1 hr 46 min
2624,s2625,Movie,5Gang,Romania,2019,2020-04-27 00:00:00,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",TV-14,"Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",96 min,1 hr 36 min
2625,s2626,Movie,Love Aaj Kal,India,2020,2020-04-27 00:00:00,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak",TV-MA,"Dramas, International Movies, Romantic Movies","When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.",140 min,2 hr 20 min
2626,s2627,Movie,The Lift Boy,India,2020,2020-04-27 00:00:00,Jonathan Augustin,"Moin Khan, Nyla Masood, Saagar Kale, Neha Bam, Aneesha Shah, Damian Alexander D'Souza, Kaustubh Narain, Shilpa Iyer, Nil Mani, Pallas Prajapati",TV-MA,"Dramas, Independent Movies, International Movies","When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.",107 min,1 hr 47 min
2627,s2628,TV Show,"Coronavirus, Explained",United States,2020,2020-04-26 00:00:00,,,TV-PG,"Docuseries, Science & Nature TV","In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",1 Season,1 Season
2628,s2629,TV Show,The Last Kingdom,United Kingdom,2020,2020-04-26 00:00:00,,"Alexander Dreymon, Emily Cox, David Dawson, Ian Hart, Rune Temte, Matthew Macfadyen, Rutger Hauer, Tobias Santelmann, Peter Gantzler, Adrian Bower, Joseph Millson, Henning Valin Jakobsen, Alexandre Willaume, Thomas W. Gabrielsson",TV-MA,"British TV Shows, International TV Shows, TV Action & Adventure","As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",4 Seasons,4 Seasons
2629,s2630,Movie,Bheeshma,India,2020,2020-04-25 00:00:00,Venky Kudumula,"Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag",TV-14,"Action & Adventure, Comedies, International Movies","Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",138 min,2 hr 18 min
2630,s2631,Movie,Bittersweet,Egypt,2010,2020-04-25 00:00:00,Khaled Marei,"Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",TV-MA,"Comedies, Dramas, International Movies","After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.",132 min,2 hr 12 min
2631,s2632,TV Show,My Secret Romance,South Korea,2017,2020-04-25 00:00:00,,"Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min",TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.,1 Season,1 Season
2632,s2633,Movie,No Direction Home: Bob Dylan,"United Kingdom, United States, Japan",2005,2020-04-25 00:00:00,Martin Scorsese,"Bob Dylan, Joan Baez, Dave Van Ronk, Peter Yarrow, Allen Ginsberg, Pete Seeger, Maria Muldaur, Mavis Staples, Al Kooper, Tony Glover",TV-MA,"Documentaries, Music & Musicals","Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career.",208 min,3 hr 28 min
